url,street,city,state,zip,bds,ba,sqft,price
https://www.zillow.com/homedetails/603-E-Wyoming-Ave-Philadelphia-PA-19120/10422267_zpid/,603 E Wyoming Ave, Philadelphia,PA,19120,3,1,1432,174900
https://www.zillow.com/homedetails/4745-C-St-Philadelphia-PA-19120/10424519_zpid/,4745 C St, Philadelphia,PA,19120,3,1,1200,169900
https://www.zillow.com/homedetails/459-E-Louden-St-Philadelphia-PA-19120/2123366773_zpid/,459 E Louden St, Philadelphia,PA,19120,3,3,1880,239900
https://www.zillow.com/homedetails/565-Alcott-1-2-St-Philadelphia-PA-19120/2070035488_zpid/,565 Alcott 1/2 St, Philadelphia,PA,19120,3,2,1299,160000
https://www.zillow.com/homedetails/5249-N-Franklin-St-Philadelphia-PA-19120/10466772_zpid/,5249 N Franklin St, Philadelphia,PA,19120,3,1,1380,114990
https://www.zillow.com/homedetails/216-W-Olney-Ave-Philadelphia-PA-19120/10429265_zpid/,216 W Olney Ave, Philadelphia,PA,19120,3,2,1060,150000
https://www.zillow.com/homedetails/5915-B-St-Philadelphia-PA-19120/10552719_zpid/,5915 B St, Philadelphia,PA,19120,3,1,1104,169900
https://www.zillow.com/homedetails/429-W-Champlost-St-Philadelphia-PA-19120/10549792_zpid/,429 W Champlost St, Philadelphia,PA,19120,3,1,1180,130000
https://www.zillow.com/homedetails/635-Brill-St-Philadelphia-PA-19120/10353815_zpid/,635 Brill St, Philadelphia,PA,19120,3,1,1032,195000
https://www.zillow.com/homedetails/206-W-Sheldon-St-Philadelphia-PA-19120/10428418_zpid/,206 W Sheldon St, Philadelphia,PA,19120,3,2,1120,99900
https://www.zillow.com/homedetails/233-Chelten-Ave-Philadelphia-PA-19120/10547289_zpid/,233 Chelten Ave, Philadelphia,PA,19120,3,2,1280,184900
https://www.zillow.com/homedetails/336-E-Clarkson-Ave-Philadelphia-PA-19120/10423520_zpid/,336 E Clarkson Ave, Philadelphia,PA,19120,3,1,1200,224900
https://www.zillow.com/homedetails/5033-C-St-Philadelphia-PA-19120/10424583_zpid/,5033 C St, Philadelphia,PA,19120,3,3,1350,139000
https://www.zillow.com/homedetails/5951-N-3rd-St-Philadelphia-PA-19120/10551747_zpid/,5951 N 3rd St, Philadelphia,PA,19120,3,2,1618,240000
https://www.zillow.com/homedetails/325-E-Claremont-Rd-Philadelphia-PA-19120/10547612_zpid/,325 E Claremont Rd, Philadelphia,PA,19120,3,3,1152,249000
https://www.zillow.com/homedetails/643-E-Sanger-St-Philadelphia-PA-19120/10354154_zpid/,643 E Sanger St, Philadelphia,PA,19120,3,1,948,149900
https://www.zillow.com/homedetails/627-Lindley-Ave-Philadelphia-PA-19120/10465929_zpid/,627 Lindley Ave, Philadelphia,PA,19120,3,2,1470,179900
https://www.zillow.com/homedetails/253-W-Somerville-Ave-Philadelphia-PA-19120/10429099_zpid/,253 W Somerville Ave, Philadelphia,PA,19120,3,1,1350,150000
https://www.zillow.com/homedetails/5728-N-6th-St-Philadelphia-PA-19120/10550802_zpid/,5728 N 6th St, Philadelphia,PA,19120,3,1,1268,100000
https://www.zillow.com/homedetails/4862-Gransback-St-Philadelphia-PA-19120/10425690_zpid/,4862 Gransback St, Philadelphia,PA,19120,3,2,1200,139000
https://www.zillow.com/homedetails/6226-N-Hope-St-Philadelphia-PA-19120/10544860_zpid/,6226 N Hope St, Philadelphia,PA,19120,2,1,992,144500
https://www.zillow.com/homedetails/4724-A-St-Philadelphia-PA-19120/10423888_zpid/,4724 A St, Philadelphia,PA,19120,3,2,1440,249999
https://www.zillow.com/homedetails/5941-N-6th-St-Philadelphia-PA-19120/10550968_zpid/,5941 N 6th St, Philadelphia,PA,19120,3,1,1200,175500
https://www.zillow.com/homedetails/139-W-Albanus-St-Philadelphia-PA-19120/10427921_zpid/,139 W Albanus St, Philadelphia,PA,19120,3,1,1200,170000
https://www.zillow.com/homedetails/5640-N-2nd-St-Philadelphia-PA-19120/10551983_zpid/,5640 N 2nd St, Philadelphia,PA,19120,3,1,1634,250000
https://www.zillow.com/homedetails/5027-Boudinot-St-Philadelphia-PA-19120/10425051_zpid/,5027 Boudinot St, Philadelphia,PA,19120,3,2,1464,139900
https://www.zillow.com/homedetails/5831-N-American-St-Philadelphia-PA-19120/10551859_zpid/,5831 N American St, Philadelphia,PA,19120,3,2,1200,150900
https://www.zillow.com/homedetails/5042-N-6th-St-Philadelphia-PA-19120/2070796906_zpid/,5042 N 6th St, Philadelphia,PA,19120,5,3,1312,290000
https://www.zillow.com/homedetails/5133-C-St-Philadelphia-PA-19120/10424589_zpid/,5133 C St, Philadelphia,PA,19120,3,2,1400,225000
https://www.zillow.com/homedetails/5939-Lawndale-St-Philadelphia-PA-19120/10358662_zpid/,5939 Lawndale St, Philadelphia,PA,19120,3,1,1272,189900
https://www.zillow.com/homedetails/4946-N-Front-St-Philadelphia-PA-19120/10429337_zpid/,4946 N Front St, Philadelphia,PA,19120,4,2,1248,117500
https://www.zillow.com/homedetails/4847-N-8th-St-Philadelphia-PA-19120/10464277_zpid/,4847 N 8th St, Philadelphia,PA,19120,3,1,1180,149000
https://www.zillow.com/homedetails/322-Rosemar-St-Philadelphia-PA-19120/10546478_zpid/,322 Rosemar St, Philadelphia,PA,19120,3,2,1104,199900
https://www.zillow.com/homedetails/4638-Boudinot-St-Philadelphia-PA-19120/10424947_zpid/,4638 Boudinot St, Philadelphia,PA,19120,3,1,1130,110000
https://www.zillow.com/homedetails/197-W-Chew-Ave-Philadelphia-PA-19120/10548826_zpid/,197 W Chew Ave, Philadelphia,PA,19120,3,3,1380,359900
https://www.zillow.com/homedetails/222-Lindley-Ave-Philadelphia-PA-19120/10428330_zpid/,222 Lindley Ave, Philadelphia,PA,19120,3,1,1224,119900
https://www.zillow.com/homedetails/240-Linton-St-Philadelphia-PA-19120/10549509_zpid/,240 Linton St, Philadelphia,PA,19120,3,1,1250,174900
https://www.zillow.com/homedetails/159-Roselyn-St-Philadelphia-PA-19120/10550043_zpid/,159 Roselyn St, Philadelphia,PA,19120,3,1,1140,129999
https://www.zillow.com/homedetails/5435-N-American-St-3-Philadelphia-PA-19120/2076534315_zpid/,5435 N American St #3, Philadelphia,PA,19120,5,3,1904,268000
https://www.zillow.com/homedetails/444-W-Fisher-Ave-2-Philadelphia-PA-19120/2072136910_zpid/,444 W Fisher Ave #2, Philadelphia,PA,19120,3,2,1670,180000
https://www.zillow.com/homedetails/5952-Palmetto-St-Philadelphia-PA-19120/10358379_zpid/,5952 Palmetto St, Philadelphia,PA,19120,3,1,1064,150000
https://www.zillow.com/homedetails/5112-N-Fairhill-St-Philadelphia-PA-19120/10466576_zpid/,5112 N Fairhill St, Philadelphia,PA,19120,3,2,1168,129900
https://www.zillow.com/homedetails/5801-N-Marshall-St-Philadelphia-PA-19120/10550731_zpid/,5801 N Marshall St, Philadelphia,PA,19120,3,1,1140,209900
https://www.zillow.com/homedetails/4925-N-2nd-St-Philadelphia-PA-19120/10429891_zpid/,4925 N 2nd St, Philadelphia,PA,19120,3,1,1120,139000
https://www.zillow.com/homedetails/360-E-Sheldon-St-Philadelphia-PA-19120/10423017_zpid/,360 E Sheldon St, Philadelphia,PA,19120,3,1,1220,75900
https://www.zillow.com/homedetails/635-W-Olney-Ave-Philadelphia-PA-19120/10548574_zpid/,635 W Olney Ave, Philadelphia,PA,19120,4,2,1782,180000
https://www.zillow.com/homedetails/5965-Elsinore-St-Philadelphia-PA-19120/10358506_zpid/,5965 Elsinore St, Philadelphia,PA,19120,3,1,1170,120000
https://www.zillow.com/homedetails/5964-Palmetto-St-Philadelphia-PA-19120/10358385_zpid/,5964 Palmetto St, Philadelphia,PA,19120,3,1,1064,120000
https://www.zillow.com/homedetails/435-W-Ruscomb-St-Philadelphia-PA-19120/10428176_zpid/,435 W Ruscomb St, Philadelphia,PA,19120,3,1,1643,139900
https://www.zillow.com/homedetails/5833-N-American-St-Philadelphia-PA-19120/103777102_zpid/,5833 N American St, Philadelphia,PA,19120,3,1,1376,156500
https://www.zillow.com/homedetails/443-W-Fisher-Ave-Philadelphia-PA-19120/10428932_zpid/,443 W Fisher Ave, Philadelphia,PA,19120,3,1,1517,159900
https://www.zillow.com/homedetails/203-W-Rockland-St-Philadelphia-PA-19120/10427719_zpid/,203 W Rockland St, Philadelphia,PA,19120,4,2,2424,200000
https://www.zillow.com/homedetails/4642-C-St-Philadelphia-PA-19120/10424378_zpid/,4642 C St, Philadelphia,PA,19120,3,2,1200,155000
https://www.zillow.com/homedetails/164-W-Clarkson-Ave-Philadelphia-PA-19120/10429162_zpid/,164 W Clarkson Ave, Philadelphia,PA,19120,2,1,864,97900
https://www.zillow.com/homedetails/1318-N-Newkirk-St-Philadelphia-PA-19121/10317035_zpid/,1318 N Newkirk St, Philadelphia,PA,19121,3,1,944,275000
https://www.zillow.com/homedetails/1921-N-25th-St-Philadelphia-PA-19121/10329595_zpid/,1921 N 25th St, Philadelphia,PA,19121,6,2,1924,149900
https://www.zillow.com/homedetails/3155-W-Thompson-St-Philadelphia-PA-19121/67365679_zpid/,3155 W Thompson St, Philadelphia,PA,19121,2,2,1230,335000
https://www.zillow.com/homedetails/1702-N-Bambrey-St-Philadelphia-PA-19121/10332374_zpid/,1702 N Bambrey St, Philadelphia,PA,19121,3,1,980,120000
https://www.zillow.com/homedetails/1318-N-31st-St-Philadelphia-PA-19121/67365693_zpid/,1318 N 31st St, Philadelphia,PA,19121,2,2,1230,319000
https://www.zillow.com/homedetails/2040-N-Van-Pelt-St-Philadelphia-PA-19121/10329074_zpid/,2040 N Van Pelt St, Philadelphia,PA,19121,3,1,1224,150000
https://www.zillow.com/homedetails/2118-N-21st-St-Philadelphia-PA-19121/2095204711_zpid/,2118 N 21st St, Philadelphia,PA,19121,6,5,3364,400000
https://www.zillow.com/homedetails/3012-W-Thompson-St-Philadelphia-PA-19121/10317628_zpid/,3012 W Thompson St, Philadelphia,PA,19121,3,3,2310,449900
https://www.zillow.com/homedetails/2038-N-Van-Pelt-St-Philadelphia-PA-19121/10329073_zpid/,2038 N Van Pelt St, Philadelphia,PA,19121,3,1,1224,150000
https://www.zillow.com/homedetails/1613-French-St-Philadelphia-PA-19121/10327983_zpid/,1613 French St, Philadelphia,PA,19121,4,2,1160,195000
https://www.zillow.com/homedetails/1745-N-Newkirk-St-Philadelphia-PA-19121/10332745_zpid/,1745 N Newkirk St, Philadelphia,PA,19121,3,1,1044,215000
https://www.zillow.com/homedetails/1305-N-27th-St-6-Philadelphia-PA-19121/2070225064_zpid/,1305 N 27th St #6, Philadelphia,PA,19121,3,3,1748,549900
https://www.zillow.com/homedetails/1740-French-St-Philadelphia-PA-19121/10328470_zpid/,1740 French St, Philadelphia,PA,19121,3,1,1082,130000
https://www.zillow.com/homedetails/1700-W-Jefferson-St-Philadelphia-PA-19121/2070236323_zpid/,1700 W Jefferson St, Philadelphia,PA,19121,3,2,1528,269900
https://www.zillow.com/homedetails/1313-N-Myrtlewood-St-Philadelphia-PA-19121/10317999_zpid/,1313 N Myrtlewood St, Philadelphia,PA,19121,4,3,2144,525000
https://www.zillow.com/homedetails/1735-N-26th-St-Philadelphia-PA-19121/10332427_zpid/,1735 N 26th St, Philadelphia,PA,19121,5,2,1725,329900
https://www.zillow.com/homedetails/1419-N-18th-St-Philadelphia-PA-19121/10591905_zpid/,1419 N 18th St, Philadelphia,PA,19121,4,2,1815,349900
https://www.zillow.com/homedetails/1808-N-26th-St-Philadelphia-PA-19121/10329706_zpid/,1808 N 26th St, Philadelphia,PA,19121,4,3,2200,329000
https://www.zillow.com/homedetails/2146-N-Natrona-St-Philadelphia-PA-19121/118351509_zpid/,2146 N Natrona St, Philadelphia,PA,19121,4,3,2600,419000
https://www.zillow.com/homedetails/1713-Edgley-St-Philadelphia-PA-19121/10328442_zpid/,1713 Edgley St, Philadelphia,PA,19121,3,2,1144,210000
https://www.zillow.com/homedetails/1259-N-Myrtlewood-St-Philadelphia-PA-19121/10317997_zpid/,1259 N Myrtlewood St, Philadelphia,PA,19121,3,2,2200,499000
https://www.zillow.com/homedetails/1504-N-28th-St-Philadelphia-PA-19121/10316934_zpid/,1504 N 28th St, Philadelphia,PA,19121,3,3,1290,362750
https://www.zillow.com/homedetails/1440-N-Marston-St-Philadelphia-PA-19121/118341690_zpid/,1440 N Marston St, Philadelphia,PA,19121,4,3,2000,449900
https://www.zillow.com/homedetails/3045-W-Jefferson-St-414-Philadelphia-PA-19121/2070418627_zpid/,3045 W Jefferson St #414, Philadelphia,PA,19121,3,3,1506,499000
https://www.zillow.com/homedetails/3045-W-Jefferson-St-318-Philadelphia-PA-19121/2070411962_zpid/,3045 W Jefferson St #318, Philadelphia,PA,19121,2,2,1017,349000
https://www.zillow.com/homedetails/3045-W-Jefferson-St-PENTHOUSE-11-Philadelphia-PA-19121/2070419766_zpid/,3045 W Jefferson St PENTHOUSE 11, Philadelphia,PA,19121,2,2,1039,409000
https://www.zillow.com/homedetails/2317-Nicholas-St-Philadelphia-PA-19121/10316006_zpid/,2317 Nicholas St, Philadelphia,PA,19121,3,3,1654,289900
https://www.zillow.com/homedetails/1243-N-Dover-St-Philadelphia-PA-19121/118367895_zpid/,1243 N Dover St, Philadelphia,PA,19121,4,3,1820,399000
https://www.zillow.com/homedetails/1737-N-Newkirk-St-Philadelphia-PA-19121/10332741_zpid/,1737 N Newkirk St, Philadelphia,PA,19121,3,1,1044,235000
https://www.zillow.com/homedetails/2931-Nicholas-St-Philadelphia-PA-19121/10332077_zpid/,2931 Nicholas St, Philadelphia,PA,19121,3,1,970,249000
https://www.zillow.com/homedetails/1923-N-25th-St-Philadelphia-PA-19121/10329596_zpid/,1923 N 25th St, Philadelphia,PA,19121,6,2,1924,165000
https://www.zillow.com/homedetails/1939-Page-St-Philadelphia-PA-19121/10328335_zpid/,1939 Page St, Philadelphia,PA,19121,5,2,1415,165000
https://www.zillow.com/homedetails/1739-N-Bambrey-St-Philadelphia-PA-19121/10332366_zpid/,1739 N Bambrey St, Philadelphia,PA,19121,3,1,964,79000
https://www.zillow.com/homedetails/1833-Fontain-St-Philadelphia-PA-19121/10328373_zpid/,1833 Fontain St, Philadelphia,PA,19121,5,2,1392,220000
https://www.zillow.com/homedetails/3048-W-Oxford-St-Philadelphia-PA-19121/10317733_zpid/,3048 W Oxford St, Philadelphia,PA,19121,3,2,1370,375000
https://www.zillow.com/homedetails/3132-Fontain-St-Philadelphia-PA-19121/10330524_zpid/,3132 Fontain St, Philadelphia,PA,19121,3,2,1020,199900
https://www.zillow.com/homedetails/3145-W-Thompson-St-Philadelphia-PA-19121/67365674_zpid/,3145 W Thompson St, Philadelphia,PA,19121,3,3,1700,385000
https://www.zillow.com/homedetails/1933-Page-St-Philadelphia-PA-19121/10328332_zpid/,1933 Page St, Philadelphia,PA,19121,3,1,1022,225000
https://www.zillow.com/homedetails/1825-Ingersoll-St-Philadelphia-PA-19121/10455939_zpid/,1825 Ingersoll St, Philadelphia,PA,19121,3,2,1108,280000
https://www.zillow.com/homedetails/2012-N-Cleveland-St-Philadelphia-PA-19121/10328601_zpid/,2012 N Cleveland St, Philadelphia,PA,19121,4,3,1200,319000
https://www.zillow.com/homedetails/2018-N-31st-St-Philadelphia-PA-19121/122287490_zpid/,2018 N 31st St, Philadelphia,PA,19121,3,2,1420,249999
https://www.zillow.com/homedetails/1224-N-26th-St-G1-Philadelphia-PA-19121/2070767499_zpid/,1224 N 26th St #G1, Philadelphia,PA,19121,3,4,1800,449900
https://www.zillow.com/homedetails/2213-W-Thompson-St-Philadelphia-PA-19121/10315194_zpid/,2213 W Thompson St, Philadelphia,PA,19121,3,2,2340,349999
https://www.zillow.com/homedetails/1554-N-Marston-St-Philadelphia-PA-19121/10316846_zpid/,1554 N Marston St, Philadelphia,PA,19121,2,3,1054,270000
https://www.zillow.com/homedetails/1757-N-Taney-St-Philadelphia-PA-19121/10332538_zpid/,1757 N Taney St, Philadelphia,PA,19121,3,2,984,259000
https://www.zillow.com/homedetails/1221-S-29th-St-1227B-Philadelphia-PA-19121/2070842282_zpid/,1221 S 29th St #1227B, Philadelphia,PA,19121,2,1,1022,340000
https://www.zillow.com/homedetails/2236-Fontain-St-Philadelphia-PA-19121/10329976_zpid/,2236 Fontain St, Philadelphia,PA,19121,3,3,1352,181000
https://www.zillow.com/homedetails/1224-N-26th-St-F1-Philadelphia-PA-19121/2070970685_zpid/,1224 N 26th St #F1, Philadelphia,PA,19121,2,3,1800,439900
https://www.zillow.com/homedetails/1509-N-Hollywood-St-Philadelphia-PA-19121/10317903_zpid/,1509 N Hollywood St, Philadelphia,PA,19121,2,2,1020,289999
https://www.zillow.com/homedetails/2625-W-Seybert-St-Philadelphia-PA-19121/10315401_zpid/,2625 W Seybert St, Philadelphia,PA,19121,3,2,1370,310000
https://www.zillow.com/homedetails/1515-N-Marston-St-Philadelphia-PA-19121/118349493_zpid/,1515 N Marston St, Philadelphia,PA,19121,3,3,2500,409900
https://www.zillow.com/homedetails/2950-Cecil-B-Moore-Ave-Philadelphia-PA-19121/10332135_zpid/,2950 Cecil B Moore Ave, Philadelphia,PA,19121,3,4,1958,400000
https://www.zillow.com/homedetails/2939-Turner-St-Philadelphia-PA-19121/10332004_zpid/,2939 Turner St, Philadelphia,PA,19121,3,1,970,179900
https://www.zillow.com/homedetails/1434-N-Myrtlewood-St-Philadelphia-PA-19121/10318075_zpid/,1434 N Myrtlewood St, Philadelphia,PA,19121,3,3,1781,449900
https://www.zillow.com/homedetails/2453-W-Berks-St-Philadelphia-PA-19121/10329856_zpid/,2453 W Berks St, Philadelphia,PA,19121,6,5,1704,390000
https://www.zillow.com/homedetails/1434-36-N-25th-St-Philadelphia-PA-19121/10316246_zpid/,1434-36 N 25th St, Philadelphia,PA,19121,6,3,1440,269000
https://www.zillow.com/homedetails/1542-N-Myrtlewood-St-Philadelphia-PA-19121/10318104_zpid/,1542 N Myrtlewood St, Philadelphia,PA,19121,3,1,1068,259900
https://www.zillow.com/homedetails/1804-N-27th-St-Philadelphia-PA-19121/10330819_zpid/,1804 N 27th St, Philadelphia,PA,19121,5,3,1878,339999
https://www.zillow.com/homedetails/1739-N-Dover-St-Philadelphia-PA-19121/10332834_zpid/,1739 N Dover St, Philadelphia,PA,19121,2,1,749,229900
https://www.zillow.com/homedetails/2120-N-21st-St-Philadelphia-PA-19121/10328979_zpid/,2120 N 21st St, Philadelphia,PA,19121,6,5,2764,385000
https://www.zillow.com/homedetails/3042-Clifford-St-Philadelphia-PA-19121/10332169_zpid/,3042 Clifford St, Philadelphia,PA,19121,3,1,1140,149900
https://www.zillow.com/homedetails/2542-Nicholas-St-Philadelphia-PA-19121/10332028_zpid/,2542 Nicholas St, Philadelphia,PA,19121,2,3,850,307500
https://www.zillow.com/homedetails/1941-N-30th-St-Philadelphia-PA-19121/10331410_zpid/,1941 N 30th St, Philadelphia,PA,19121,3,1,930,185000
https://www.zillow.com/homedetails/1737-Edgley-St-Philadelphia-PA-19121/10328454_zpid/,1737 Edgley St, Philadelphia,PA,19121,5,2,1144,224000
https://www.zillow.com/homedetails/1510-1516-N-Bailey-St-6-Philadelphia-PA-19121/2071196390_zpid/,1510-1516 N Bailey St #6, Philadelphia,PA,19121,4,3,2300,649900
https://www.zillow.com/homedetails/1718-Arlington-St-Philadelphia-PA-19121/10328247_zpid/,1718 Arlington St, Philadelphia,PA,19121,7,7,2730,255000
https://www.zillow.com/homedetails/3225-Clifford-St-Philadelphia-PA-19121/2071966740_zpid/,3225 Clifford St, Philadelphia,PA,19121,5,3,2500,460000
https://www.zillow.com/homedetails/2011-N-Gratz-St-Philadelphia-PA-19121/10328629_zpid/,2011 N Gratz St, Philadelphia,PA,19121,4,2,1052,189900
https://www.zillow.com/homedetails/1941-Fontain-St-Philadelphia-PA-19121/10328386_zpid/,1941 Fontain St, Philadelphia,PA,19121,4,2,1080,189900
https://www.zillow.com/homedetails/1637-N-26th-St-Philadelphia-PA-19121/10332414_zpid/,1637 N 26th St, Philadelphia,PA,19121,3,1,918,199999
https://www.zillow.com/homedetails/1746-N-26th-St-Philadelphia-PA-19121/10332454_zpid/,1746 N 26th St, Philadelphia,PA,19121,3,5,1575,359900
https://www.zillow.com/homedetails/1811-W-Oxford-St-Philadelphia-PA-19121/10455989_zpid/,1811 W Oxford St, Philadelphia,PA,19121,4,2,2200,449500
https://www.zillow.com/homedetails/1338-N-Dover-St-Philadelphia-PA-19121/10317193_zpid/,1338 N Dover St, Philadelphia,PA,19121,2,2,960,309900
https://www.zillow.com/homedetails/1629-N-Bouvier-St-Philadelphia-PA-19121/10456165_zpid/,1629 N Bouvier St, Philadelphia,PA,19121,6,3,1687,415000
https://www.zillow.com/homedetails/2143-N-Natrona-St-Philadelphia-PA-19121/10331800_zpid/,2143 N Natrona St, Philadelphia,PA,19121,3,1,1302,75000
https://www.zillow.com/homedetails/1857-N-25th-St-Philadelphia-PA-19121/10329587_zpid/,1857 N 25th St, Philadelphia,PA,19121,3,1,1206,234900
https://www.zillow.com/homedetails/1418-N-Etting-St-Philadelphia-PA-19121/10316793_zpid/,1418 N Etting St, Philadelphia,PA,19121,2,1,784,165000
https://www.zillow.com/homedetails/1736-N-26th-St-Philadelphia-PA-19121/10332449_zpid/,1736 N 26th St, Philadelphia,PA,19121,4,2,1735,339999
https://www.zillow.com/homedetails/3033-Baltz-St-Philadelphia-PA-19121/10317606_zpid/,3033 Baltz St, Philadelphia,PA,19121,3,1,810,230000
https://www.zillow.com/homedetails/1618-N-Bouvier-St-Philadelphia-PA-19121/10456173_zpid/,1618 N Bouvier St, Philadelphia,PA,19121,8,3,2130,479000
https://www.zillow.com/homedetails/3226-Page-St-Philadelphia-PA-19121/10330458_zpid/,3226 Page St, Philadelphia,PA,19121,4,2,1684,279000
https://www.zillow.com/homedetails/38-Brewerytown-Ct-Philadelphia-PA-19121/67365793_zpid/,38 Brewerytown Ct, Philadelphia,PA,19121,3,3,1700,379900
https://www.zillow.com/homedetails/1824-N-Marston-St-Philadelphia-PA-19121/10330974_zpid/,1824 N Marston St, Philadelphia,PA,19121,2,1,756,162000
https://www.zillow.com/homedetails/1239-N-19th-St-A-Philadelphia-PA-19121/2079402459_zpid/,1239 N 19th St #A, Philadelphia,PA,19121,3,3,1291,270000
https://www.zillow.com/homedetails/1403-N-29th-St-Philadelphia-PA-19121/118344346_zpid/,1403 N 29th St, Philadelphia,PA,19121,4,2,1803,425000
https://www.zillow.com/homedetails/3020-Redner-St-Philadelphia-PA-19121/10317665_zpid/,3020 Redner St, Philadelphia,PA,19121,3,1,1014,280000
https://www.zillow.com/homedetails/3011-Redner-St-Philadelphia-PA-19121/10317681_zpid/,3011 Redner St, Philadelphia,PA,19121,3,1,1014,280000
https://www.zillow.com/homedetails/1632-French-St-Philadelphia-PA-19121/10327975_zpid/,1632 French St, Philadelphia,PA,19121,4,2,1464,225000
https://www.zillow.com/homedetails/1915-Fontain-St-Philadelphia-PA-19121/10328376_zpid/,1915 Fontain St, Philadelphia,PA,19121,3,1,1300,195000
https://www.zillow.com/homedetails/1250-N-30th-St-Philadelphia-PA-19121/10318203_zpid/,1250 N 30th St, Philadelphia,PA,19121,4,3,1904,450000
https://www.zillow.com/homedetails/2718-W-Master-St-Philadelphia-PA-19121/10316673_zpid/,2718 W Master St, Philadelphia,PA,19121,4,1,1512,230000
https://www.zillow.com/homedetails/2129-N-21st-St-Philadelphia-PA-19121/10328945_zpid/,2129 N 21st St, Philadelphia,PA,19121,4,1,2016,122500
https://www.zillow.com/homedetails/2824-W-Master-St-Philadelphia-PA-19121/10591515_zpid/,2824 W Master St, Philadelphia,PA,19121,4,3,2412,399000
https://www.zillow.com/homedetails/1638-French-St-Philadelphia-PA-19121/10327978_zpid/,1638 French St, Philadelphia,PA,19121,4,5,1072,190000
https://www.zillow.com/homedetails/2709-W-Jefferson-St-FLOOR-1-Philadelphia-PA-19121/2072445930_zpid/,2709 W Jefferson St FLOOR 1, Philadelphia,PA,19121,2,3,1550,314900
https://www.zillow.com/homedetails/1704-Ingersoll-St-Philadelphia-PA-19121/118342738_zpid/,1704 Ingersoll St, Philadelphia,PA,19121,4,4,2300,519500
https://www.zillow.com/homedetails/1416-N-Etting-St-Philadelphia-PA-19121/10316792_zpid/,1416 N Etting St, Philadelphia,PA,19121,2,1,1012,180000
https://www.zillow.com/homedetails/1500-N-Myrtlewood-St-Philadelphia-PA-19121/118368459_zpid/,1500 N Myrtlewood St, Philadelphia,PA,19121,4,3,2013,524900
https://www.zillow.com/homedetails/2216-W-Norris-St-Philadelphia-PA-19121/10329890_zpid/,2216 W Norris St, Philadelphia,PA,19121,3,3,1456,390000
https://www.zillow.com/homedetails/3114-Page-St-Philadelphia-PA-19121/2072648090_zpid/,3114 Page St, Philadelphia,PA,19121,6,2,1620,165000
https://www.zillow.com/homedetails/2118-N-Gratz-St-Philadelphia-PA-19121/2072754196_zpid/,2118 N Gratz St, Philadelphia,PA,19121,6,4,2400,499900
https://www.zillow.com/homedetails/2039-N-Gratz-St-Philadelphia-PA-19121/10328643_zpid/,2039 N Gratz St, Philadelphia,PA,19121,5,2,2144,220000
https://www.zillow.com/homedetails/1608-Fontain-St-Philadelphia-PA-19121/10327879_zpid/,1608 Fontain St, Philadelphia,PA,19121,4,1,1690,315000
https://www.zillow.com/homedetails/1934-N-Myrtlewood-St-Philadelphia-PA-19121/10331379_zpid/,1934 N Myrtlewood St, Philadelphia,PA,19121,2,1,880,224500
https://www.zillow.com/homedetails/1810-N-26th-St-Philadelphia-PA-19121/10329707_zpid/,1810 N 26th St, Philadelphia,PA,19121,4,3,2150,329000
https://www.zillow.com/homedetails/2220-W-Seybert-St-Philadelphia-PA-19121/10315265_zpid/,2220 W Seybert St, Philadelphia,PA,19121,3,1,1000,159900
https://www.zillow.com/homedetails/1642-N-30th-St-Philadelphia-PA-19121/10333042_zpid/,1642 N 30th St, Philadelphia,PA,19121,3,3,2283,369000
https://www.zillow.com/homedetails/1906-N-Croskey-St-Philadelphia-PA-19121/10329168_zpid/,1906 N Croskey St, Philadelphia,PA,19121,2,1,1244,150000
https://www.zillow.com/homedetails/2702-W-Oxford-St-Philadelphia-PA-19121/10316720_zpid/,2702 W Oxford St, Philadelphia,PA,19121,3,3,1524,380000
https://www.zillow.com/homedetails/2514-Sharswood-St-Philadelphia-PA-19121/10315656_zpid/,2514 Sharswood St, Philadelphia,PA,19121,3,1,842,165000
https://www.zillow.com/homedetails/2118-N-Natrona-St-Philadelphia-PA-19121/10331822_zpid/,2118 N Natrona St, Philadelphia,PA,19121,3,2,1500,229000
https://www.zillow.com/homedetails/2346-Turner-St-1-Philadelphia-PA-19121/2075785285_zpid/,2346 Turner St #1, Philadelphia,PA,19121,2,2,1154,231500
https://www.zillow.com/homedetails/2214-W-Berks-St-Philadelphia-PA-19121/10329837_zpid/,2214 W Berks St, Philadelphia,PA,19121,3,2,1254,159900
https://www.zillow.com/homedetails/1854-N-Judson-St-Philadelphia-PA-19121/10329309_zpid/,1854 N Judson St, Philadelphia,PA,19121,3,2,912,94500
https://www.zillow.com/homedetails/1239-N-Dover-St-Philadelphia-PA-19121/118365054_zpid/,1239 N Dover St, Philadelphia,PA,19121,4,3,1600,399900
https://www.zillow.com/homedetails/1822-N-23rd-St-Philadelphia-PA-19121/10329214_zpid/,1822 N 23rd St, Philadelphia,PA,19121,4,3,2130,319900
https://www.zillow.com/homedetails/2527-W-Seybert-St-Philadelphia-PA-19121/10315385_zpid/,2527 W Seybert St, Philadelphia,PA,19121,3,1,896,159000
https://www.zillow.com/homedetails/2942-W-Flora-St-Philadelphia-PA-19121/10317530_zpid/,2942 W Flora St, Philadelphia,PA,19121,3,1,940,189900
